	Mim109	Mim11	Mim12	Mim141	Mim143	Mim151	Mim152	Mim161	Mim162	Mim172	Mim176	Mim181	Mim182	Mim190	Mim191	Mim1	Mim201	Mim212	Mim21	Mim224	Mim228	Mim22	Mim237	Mim238	Mim250	Mim255	Mim2	Mim31	Mim32	Mim46	Mim57	Mim58	Mim66	Mim67	Mim83	Mim87	Mim93	Mim97	Mim98
273948	3	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	1	5	0	0	0	0	0	0	0	0	0	7
OTU_dn_2157	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0
529762	10	11	4	19	12	24	24	14	6	5	18	0	1	6	0	7	0	2	4	3	12	6	10	12	12	19	22	23	16	3	4	2	4	5	9	11	11	18	18
4402862	4	3	3	1	3	0	1	3	1	2	5	1	0	0	1	6	0	2	3	0	2	1	2	1	1	2	3	5	3	4	4	10	8	7	2	5	3	5	1
OTU_dn_3075	2	0	0	1	1	1	4	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_8316	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
OTU_dn_1217	1	0	0	1	1	5	4	5	3	2	1	2	4	8	4	1	0	7	1	7	1	3	1	0	0	5	0	0	1	0	3	0	0	1	0	0	0	0	1
569066	2	0	2	4	4	0	8	0	4	0	1	0	0	0	0	1	0	2	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	6	0	2
OTU_dn_4279	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0
OTU_dn_1457	6	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_dn_876	5	1	0	6	9	8	2	3	8	4	6	12	6	5	8	0	0	6	0	8	8	0	6	11	4	4	0	0	3	1	1	4	2	1	1	2	0	1	0
512321	0	0	0	0	0	0	2	0	1	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0
4350559	7	8	0	5	10	19	44	25	32	22	21	37	26	34	33	7	0	34	1	34	12	3	90	16	6	6	9	5	13	0	0	0	0	0	11	13	6	5	5
OTU_dn_4686	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
159950	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
511182	7	7	6	0	0	5	6	0	0	0	0	1	0	0	0	4	0	0	2	1	0	8	1	1	2	0	10	9	6	2	0	2	1	3	15	5	4	15	7
968336	4	5	1	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	3	0	0	4	0	0	0	0	17	24	9	0	0	0	0	0	14	13	6	23	3
592534	7	13	22	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	26	0	0	24	0	0	0	0	17	19	13	8	4	11	9	9	8	6	5	9	5
OTU_dn_1870	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	5	0	0	0	2	1	5	3	0	0
4361041	1	0	0	0	0	0	1	0	0	0	2	1	0	2	1	1	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	2	0	0
1106471	1	0	0	1	1	1	4	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	2	4	0	0	0	2	0	0	1	2	1	3
OTU_dn_1698	3	0	0	0	1	1	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	2	1	0	0	1	0	0	0	3	0	0	0	0	0	2
1076737	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
4375292	2	5	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	9	0	1	1	0	1	0	0	0	0	0	0	4	0	1	0	0
OTU_dn_7324	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
501584	7	1	0	7	4	6	11	6	10	2	12	0	2	0	1	3	0	1	0	2	0	0	3	1	6	7	8	7	4	1	0	2	4	2	3	8	4	7	3
1574255	2	2	0	3	6	1	0	0	0	1	0	2	1	0	0	2	0	0	0	2	0	0	0	1	0	0	3	4	1	0	0	0	0	2	1	5	0	10	1
OTU_dn_5645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU_dn_9524	2	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
945478	5	10	1	26	22	34	31	4	33	27	36	6	13	15	17	4	0	19	6	55	52	3	42	44	32	74	23	3	16	2	8	10	9	6	6	5	54	0	21
115085	1	7	20	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	14	0	0	10	0	0	0	0	9	2	5	8	7	7	19	11	2	0	0	3	7
4421846	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0
OTU_dn_4598	1	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_dn_3715	1	1	0	2	1	3	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0
OTU_dn_2113	1	0	0	0	0	0	0	0	0	0	1	6	6	6	3	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143858	3	5	12	27	2	2	1	6	1	3	1	0	0	0	2	1	0	1	2	2	17	2	1	14	3	6	3	4	0	3	3	1	2	1	3	3	4	3	1
4469043	2	0	0	0	1	0	1	2	1	3	2	0	1	2	0	0	0	5	1	3	4	0	7	5	3	1	0	1	2	0	0	0	1	1	0	2	0	0	0
OTU_dn_2484	1	0	0	2	1	0	0	0	0	2	0	1	4	5	4	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_dn_1831	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0
OTU_dn_2258	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	6	0	0	0
2939253	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	2	0	0	0	2	1	0	0
OTU_dn_4336	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_dn_439	1	5	0	4	3	2	0	0	1	7	2	7	2	1	0	0	0	1	0	0	2	4	3	0	9	4	1	0	2	0	0	6	0	1	0	0	0	0	7
OTU_dn_1458	10	4	1	1	1	0	2	0	0	1	1	3	1	0	0	2	0	0	6	0	1	1	0	1	1	0	4	2	4	0	0	0	0	0	5	5	9	1	3
311118	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1074434	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	3	0	1	1	0	0	4	3	0	1	2
3682324	0	0	0	7	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
46917	1	1	2	6	3	1	7	2	2	6	9	8	11	9	8	0	0	2	0	3	3	1	3	4	11	7	0	0	2	0	7	0	0	0	0	0	0	0	0
995662	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1032653	2	1	3	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	2	0	0	0	1	7	7	3	1	3	8	4	5	6	3	2	7	1
OTU_dn_3101	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	2	2	0	0	0	1	0
OTU_dn_2175	2	1	0	1	1	1	2	6	2	1	3	3	12	7	1	0	0	6	0	4	13	0	5	6	0	9	0	0	1	0	0	0	0	0	0	0	1	2	0
OTU_dn_1484	0	0	0	2	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1
OTU_dn_4085	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
OTU_dn_599	1	45	24	1	2	0	1	0	0	0	0	0	0	0	0	22	0	4	13	0	0	15	0	1	2	3	18	35	6	1	2	1	10	5	8	7	36	40	11
OTU_dn_5633	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
OTU_dn_224	6	5	2	0	0	1	1	10	3	0	6	0	1	2	1	5	0	0	16	6	5	10	2	2	1	3	8	11	12	2	5	0	1	0	4	2	1	8	11
OTU_dn_472	2	0	0	4	5	3	3	8	2	1	5	0	1	4	6	0	0	6	0	5	9	0	17	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2770	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	0
OTU_dn_2474	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	5	1	0	1	0	5	2	2	0	1	0	0	2
OTU_dn_696	4	8	13	1	10	5	10	6	11	2	5	2	0	2	3	2	0	2	6	8	14	5	13	12	5	6	8	4	5	2	9	4	3	0	3	3	2	5	7
OTU_dn_10980	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	4	4	3	2	1	0	0	0	0	0
586791	2	0	1	4	0	0	1	4	2	6	0	3	4	2	1	2	0	3	1	1	3	0	0	1	3	2	3	7	3	0	4	3	1	1	1	3	0	11	1
712222	3	0	0	1	1	1	2	1	3	2	0	0	2	5	0	2	0	1	0	1	7	0	0	2	0	0	1	6	1	0	0	0	0	2	4	10	0	2	3
OTU_dn_3607	3	0	0	0	1	1	0	2	2	3	2	0	0	0	1	0	0	1	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830539	2	0	0	4	2	0	0	0	5	1	2	0	1	0	1	2	0	0	3	1	0	3	1	0	1	3	0	4	2	0	3	2	0	0	6	3	2	3	8
OTU_dn_683	3	0	0	0	2	1	1	1	2	0	0	3	2	0	1	2	0	1	0	0	0	2	0	0	1	0	1	1	4	1	1	0	1	1	0	3	2	1	6
204324	3	5	16	2	0	1	1	1	3	0	5	4	0	3	3	13	0	4	23	1	0	4	0	1	3	1	4	5	0	4	3	5	3	10	12	7	2	7	2
263519	3	1	0	0	0	2	12	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	43	3	0	11
OTU_dn_10262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
704748	2	1	2	4	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	4	1	0	13	4	9	4	9	0	0	2	0	0
OTU_dn_636	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	5	4	5	11	0
2216514	2	2	12	0	0	0	0	0	0	2	1	0	0	1	0	3	0	0	18	0	0	1	0	0	0	0	7	1	0	10	6	9	2	11	4	1	0	3	1
1021365	8	15	32	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	42	0	0	28	0	0	0	0	4	13	22	11	25	25	13	21	5	7	7	23	19
4405719	5	0	1	0	5	1	1	1	4	2	4	0	1	2	0	2	0	0	1	0	0	2	3	0	0	0	4	2	3	1	0	0	5	0	1	4	0	0	0
1133002	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0
4369502	1	0	1	40	15	15	7	3	9	10	14	9	7	16	3	0	0	11	2	67	9	0	15	14	9	6	0	0	0	0	0	0	1	0	0	3	0	0	0
OTU_dn_9530	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_8096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2
OTU_dn_12143	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
528610	2	1	9	0	0	1	0	0	0	0	0	0	1	0	0	11	0	0	3	0	0	3	1	0	0	0	2	5	2	2	1	1	4	2	1	4	5	3	1
OTU_dn_2072	4	0	0	2	8	2	4	2	2	2	3	0	1	1	1	1	0	1	0	3	2	0	9	1	3	1	1	0	1	0	0	0	0	0	1	4	4	0	2
OTU_dn_1927	6	0	0	6	3	3	1	2	0	4	0	3	1	8	1	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	3	3	0	0
512840	1	1	0	3	5	0	1	0	4	0	3	0	1	0	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	1	49	0	2
OTU_dn_1143	2	1	0	1	5	0	0	0	4	3	1	1	2	3	6	2	0	3	11	3	0	1	0	2	5	2	0	3	2	0	0	5	9	5	0	1	19	4	1
4430284	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	3	0	1	0	0	0	1	2	0	0	0	0	0	0	2	2	1	0
OTU_dn_9540	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0
328853	3	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	1	0	1	1	0	1	1	2	4	0	3	0	0	2	0	0	0
OTU_dn_1770	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	2	0	0	0	0	1	6	0	3	4	4	0	0	0	0	0	2	0
3036442	1	1	0	1	1	0	1	2	2	1	1	0	2	1	0	0	0	0	2	1	0	2	0	2	0	0	0	0	0	1	5	2	0	1	0	0	0	1	0
1105528	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
99071	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	8	0	0
OTU_dn_4153	4	1	0	2	3	3	4	2	6	0	1	2	0	1	0	2	0	4	0	0	1	0	2	2	0	2	3	1	0	0	0	0	0	0	0	3	3	0	0
662983	5	9	11	9	5	7	0	2	0	2	5	7	11	20	10	3	0	6	8	4	6	4	5	7	3	3	5	6	3	14	2	7	34	13	11	6	10	5	1
OTU_dn_593	3	0	0	7	4	2	12	2	1	1	3	0	0	4	2	0	0	1	0	0	9	0	0	1	1	3	0	0	0	0	0	0	0	0	0	2	1	0	0
571709	1	3	4	1	0	1	1	0	3	1	1	0	1	1	2	0	0	3	2	3	3	0	3	5	2	1	0	3	0	6	3	3	2	7	4	1	3	5	0
OTU_dn_4606	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_dn_5697	5	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	2
OTU_dn_4877	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_dn_13648	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
143216	3	18	43	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	29	0	0	12	0	0	0	0	1	12	0	0	0	0	0	0	5	8	12	15	0
368831	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	5	6	0	0	4	3	0	8	2	6	6	4
OTU_dn_1886	1	0	0	2	3	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	2	3	0	1
OTU_dn_3746	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	1	0	1	0	1	0	1	0	1	0	3
OTU_dn_57	3	14	10	1	0	2	3	1	3	3	5	0	2	1	0	10	0	0	7	4	5	18	2	5	4	2	2	9	5	45	54	53	22	15	6	7	7	5	1
3105433	3	1	1	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	2	0	2	0	4	2	0	1	4	1	2	1	1	0
296002	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	2	2	0	6	2
OTU_dn_13278	1	1	0	2	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
832844	5	18	19	2	1	0	0	0	0	3	0	0	0	0	0	5	0	0	5	0	0	7	0	0	0	0	5	10	1	24	15	20	12	13	11	5	11	4	10
4437179	8	1	2	0	1	2	2	1	2	5	0	3	1	0	3	4	0	1	6	1	2	2	1	3	0	1	4	5	5	1	1	0	2	2	2	0	1	0	3
565604	5	3	1	1	1	4	0	2	1	0	1	1	0	1	0	8	0	0	0	0	0	0	0	0	0	1	3	1	8	0	0	2	1	0	3	1	5	4	12
OTU_dn_647	1	0	0	3	2	3	2	1	1	1	4	0	0	4	2	0	0	2	3	4	0	0	2	7	2	0	1	0	1	2	0	0	2	1	0	4	4	0	1
728271	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3
OTU_dn_9334	1	5	16	0	2	0	0	0	0	9	0	3	2	3	0	8	0	1	9	0	0	11	0	0	0	0	1	14	1	14	7	7	9	7	5	0	4	5	0
OTU_dn_643	2	0	0	54	3	2	1	1	4	0	6	3	0	0	1	0	0	0	0	1	0	0	0	3	3	1	3	0	0	0	0	0	0	0	1	1	2	0	0
OTU_dn_1813	1	3	0	0	2	0	0	0	0	0	0	1	2	2	3	1	0	0	0	0	1	0	7	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	1
OTU_dn_5637	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4393923	1	0	0	0	3	2	0	3	1	2	1	2	1	2	4	0	0	5	0	5	2	0	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3501894	6	1	0	31	10	6	21	0	13	1	1	0	0	1	0	0	0	1	0	2	1	0	6	0	4	0	0	0	0	0	0	0	0	0	5	0	3	0	0
OTU_dn_9726	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
1134746	1	1	0	3	0	4	1	3	1	1	1	0	1	2	1	0	0	4	0	4	0	1	1	0	2	2	0	0	1	1	0	0	2	4	0	0	0	0	0
OTU_dn_9531	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
811435	9	30	34	10	8	6	24	11	12	7	8	5	9	6	9	26	53	12	26	13	7	11	17	15	6	4	14	12	11	34	22	18	24	26	9	18	3	12	4
651004	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4472969	1	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
734098	5	5	6	1	1	6	3	2	1	1	4	5	0	0	0	16	0	0	5	0	1	16	3	5	6	9	19	10	10	20	0	4	25	7	13	9	10	20	7
OTU_dn_4076	2	13	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	11	0	0	0	0	3	7	0	7	11	4	3	6	17	11	3	7	3
576419	9	1	0	187	315	36	38	145	105	62	53	37	42	5	10	0	0	62	0	115	136	0	29	160	245	729	0	0	1	0	0	0	0	0	3	5	3	1	1
207153	1	4	4	12	3	8	2	17	13	18	18	9	7	8	4	2	0	7	3	10	18	5	12	19	19	13	1	5	1	5	11	4	0	1	1	0	0	1	0
3793255	7	1	1	4	3	5	0	0	0	2	2	0	0	0	0	3	0	0	0	1	1	0	1	1	0	0	6	0	3	10	7	5	10	6	2	3	0	2	0
623634	4	4	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	4	2	6	3	1	0	1	1	0
OTU_dn_1298	2	0	0	2	2	2	0	0	1	2	0	0	0	5	3	0	0	0	1	0	0	2	1	2	3	0	0	1	0	2	5	2	3	3	0	0	0	0	0
1015820	4	1	0	0	2	3	1	4	3	4	1	4	5	8	4	2	0	0	2	9	2	0	5	3	0	3	7	0	3	1	1	3	4	4	0	3	3	2	9
510937	8	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	2	3	1	3	0	2	0	0	0	2	1	0	0	1	0	0	0	1	2	2	1
4449001	3	0	0	1	2	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_dn_1059	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	3	4	0	2	0
OTU_dn_8198	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_dn_1753	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	1	0	0	0	2	0	0	3	1	2	4	2	1	0	1	2	1
810096	0	7	9	3	5	0	4	0	7	0	0	0	0	0	0	1	0	0	4	0	1	0	0	1	2	0	3	1	9	5	0	6	8	4	1	3	4	7	8
OTU_dn_202	4	1	0	8	0	5	6	1	2	0	1	3	4	3	2	2	0	3	1	2	4	2	3	4	3	3	4	7	0	8	1	9	22	7	5	3	2	8	2
89144	2	15	12	4	6	10	0	2	7	8	9	7	9	10	8	15	0	7	13	4	0	12	0	3	21	3	4	16	0	13	18	11	2	6	5	4	2	8	4
OTU_dn_1693	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0
OTU_dn_312	4	4	5	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	5	0	0	0	0	10	7	3	5	0	3	5	3	2	4	2	5	5
OTU_dn_2135	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	10	0	0
OTU_dn_7520	1	0	0	1	1	2	0	1	0	4	0	1	1	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
563896	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
763535	2	6	0	0	0	3	2	7	3	0	2	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	1	0	6	0	1	0	0	2	0	1	2	0	8
OTU_dn_161	11	0	8	4	5	7	1	7	11	0	8	5	4	6	4	5	0	3	2	5	5	4	2	5	6	4	0	3	3	0	0	2	0	0	6	6	2	9	0
768463	1	0	0	5	9	1	3	0	0	3	5	0	0	1	0	0	0	2	0	2	1	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0
547806	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	5	0	0
590727	0	5	0	13	11	11	1	9	6	26	17	35	29	17	32	2	0	15	11	6	0	7	0	6	22	3	2	0	0	6	24	6	4	5	1	0	1	2	1
OTU_dn_9447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
1121060	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
281360	1	0	12	0	3	0	1	0	0	0	2	0	0	0	0	3	0	0	5	0	0	9	1	0	0	1	0	4	0	11	3	6	8	2	8	2	2	1	0
220524	4	1	0	5	3	10	10	7	15	6	11	1	4	3	4	0	0	4	0	7	6	2	11	2	3	11	5	1	12	0	0	0	0	0	4	1	2	2	15
OTU_dn_5407	1	0	2	0	0	0	0	1	1	0	2	2	0	1	0	0	0	0	0	0	1	0	1	1	0	0	2	0	4	0	0	0	0	0	0	2	0	0	0
OTU_dn_7253	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	0	0	2	0	1	0	2	1	1	0	0	1	0	2	0	0	0
221621	4	0	0	0	0	2	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0	1	0	0	0	0	0	1	2	0	1	0
922724	0	0	0	3	19	7	7	1	2	3	7	0	0	0	0	0	0	0	0	5	4	0	0	0	1	1	0	0	2	0	0	0	0	0	2	1	1	0	0
620106	2	2	0	2	0	0	3	0	1	0	2	4	0	0	1	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	3	3	0	1	1	2	3	2	1
814158	5	2	9	2	1	0	0	3	3	1	3	9	7	8	5	0	0	8	7	6	2	5	5	4	2	1	3	4	0	4	19	8	2	5	6	6	7	3	1
OTU_dn_528	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	4	5	2	0	0	0	0	2	6	5	3	6	7
552685	1	0	0	2	2	0	2	1	5	2	2	1	4	3	4	0	0	14	0	8	3	0	2	6	1	3	0	0	1	0	0	0	0	1	1	2	6	0	0
